Autor	Tekst	Procesiran tekst
9	"zagrmeće gospod u strašni dan suda, a ja ću mu reći: ""u najcrnjem mraku tvoju reč sam čuo gvozdenu i jaku i zbog njih počinih svoja dela luda. ja sam hteo razlog života da rešim i čuh glas tvoj da me zemnoj slasti vuče, jer zemaljskih tajni da mi dade ključe tvoje sunce me je učilo da grešim."" i neću mu reći da se za to kajem. i reći će gospod: ""raj ti neću dati, tu bolnicu gde se od dosade pati. ni pakao neću: stvorićeš ga rajem. nagradu dobijaš kô ni jedan čovek: bićeš večno ništa od danas i dovek."""	['zagrmeti', 'Gospod', 'strašan', 'dan', 'sud', 'reći', 'crn', 'mrak', 'reč', 'čuti', 'gvozden', 'jak', 'zbog', 'oni', 'počiniti', 'svoj', 'delo', 'lud', 'razlog', 'život', 'rešiti', 'čuti', 'glas', 'zemni', 'slast', 'vući', 'jer', 'zemaljski', 'tajan', 'dati', 'ključ', 'sunce', 'učiti', 'grešiti', 'reći', 'kajati', 'reći', 'Gospod', 'raj', 'dati', 'bolnica', 'gde', 'dosada', 'patiti', 'pakao', 'stvoriti', 'raj', 'nagrada', 'dobijati', 'kô', 'jedan', 'čovek', 'večno', 'ništa', 'danas', 'dovesti']
10	devojčice imaju pticu u grudima, koja ih tajnom pesmom uspavljuje. te ptice nema u odraslim ljudima, u detinjstvu se samo pojavljuje. srca devojčica ptičja su gnezda, tankim bršljanom sna obvijena. u svakom srcu spava zvezda, daleka, čudna, neotkrivena. u srcu darjinom prezime laste, dok rane niknu ljubičice. šta li će biti kad darja poraste? u čije će srce da se skriju ptice?	['devojčica', 'imati', 'ptica', 'grudi', 'koji', 'oni', 'tajan', 'pesma', 'uspavljivati', 'te', 'ptica', 'nemati', 'odraso', 'čovek', 'detinjstvo', 'samo', 'pojavljivati', 'srce', 'devojčica', 'ptičji', 'gnezdo', 'tanki', 'bršljan', 'san', 'obviti', 'svaki', 'srce', 'spavati', 'zvezda', 'dalek', 'čudan', 'neotkriven', 'srce', 'darjini', 'prezime', 'Last', 'dok', 'rana', 'niknuti', 'ljubičica', 'Darja', 'porasti', 'čiji', 'srce', 'skriti', 'ptica']
10	ne bira se ljubav kao ni smrt. sve je u knjigama duboko pod morem zapisano. jezikom neznanim nama, nebesnim pismenima. niti se odupreti mozeš niti preskočiti dan. kao što ne možeš tuđi san usniti niti okom drugim videti. voleo bih da nisi ti ona koju u ovom času volim.	['birati', 'ljubav', 'smrt', 'knjiga', 'duboko', 'pod', 'more', 'zapisati', 'jezik', 'neznan', 'nebesan', 'pismen', 'niti', 'odupreti', 'Mozeš', 'niti', 'preskočiti', 'dan', 'moći', 'tuđ', 'san', 'usniti', 'niti', 'oka', 'drugi', 'videti', 'voleti', 'koji', 'ovaj', 'čas', 'voliti']
10	ulaziš u pesmu kao u svoj vrt slažeš reči, pomeraš mlado drveće u nekakav red razumljiv tvom oku tako nehajno kao što u san moj ulaziš kao u svoj vrt gde te svaka travka s radošću dočekuje i sunce ti na rame silazi, i korak ti je lak i nečujan, kao da si i sama od sna satkana, iz noći u noć tako sa morem snagu premeravaš, umiruješ ga rečima i u poslušnu pticu pretvaraš. ulaziš u pesmu kao u svoj dom gde je sve oblikovano tvojom rukom, koja i mojom rukom uzaludne reči ispisuje koje bi da me od tebe odbrane.	['ulaziti', 'pesma', 'svoj', 'vrt', 'slagati', 'reč', 'pomerati', 'mlad', 'drveće', 'nekakav', 'red', 'razumljiv', 'oko', 'tako', 'nehajno', 'san', 'ulaziti', 'svoj', 'vrt', 'gde', 'svaki', 'travka', 'radost', 'dočekivati', 'sunce', 'rame', 'silaziti', 'korak', 'lak', 'nečujan', 'sam', 'san', 'satkati', 'noć', 'noć', 'tako', 'more', 'snaga', 'premeravati', 'umirivati', 'reč', 'poslušan', 'ptica', 'pretvarati', 'ulaziti', 'pesma', 'svoj', 'dom', 'gde', 'oblikovati', 'ruka', 'koji', 'ruka', 'uzaludan', 'reč', 'ispisivati', 'koji', 'odbrana']
12	u ogromnom gradu noć je - teška iz sanjiva doma idem bez - smeška i ljudi misle: žena ili ćerka a ja samo pamtim: noć je teška. julski vetri mi metu put i negde muzike u oknu - prut. do zore vetar postaće - žut kroz tanke zidove grud u - grud. eno crne topole u oknu - blesak i zvon s tvrđave, u ruci - cvet i korak za tobom što nije - klet i ta senka moja, a mene - nije. svetiljke kao zlatan đerdan noćnog listića ukus - slan, skinite sa sebe što nosi dan shvatite, ljudi, ja sam vaš - san.	['ogroman', 'grad', 'noć', 'težak', 'sanjiv', 'doma', 'ići', 'bez', 'smeškati', 'čovek', 'misliti', 'žena', 'ili', 'ćerka', 'samo', 'pamtiti', 'noć', 'težak', 'julski', 'vetar', 'meta', 'put', 'negde', 'muzika', 'okno', 'prut', 'zora', 'vetar', 'postati', 'žut', 'kroz', 'tanak', 'zid', 'grud', 'grud', 'eno', 'crn', 'topola', 'okno', 'blesak', 'zvon', 'tvrđava', 'ruka', 'cvet', 'korak', 'klet', 'senka', 'svetiljka', 'zlatan', 'đerdan', 'noćni', 'listić', 'ukus', 'slan', 'skinuti', 'nositi', 'dan', 'shvatiti', 'čovek', 'vaš', 'san']
12	trošnost, u kojoj dogorevam sa ćutanjem posmatraš kletim, ti si kamenit - a ja pevam. ti si spomenik - a ja letim. i najlepši je maj procvali - ništavan pred večnošću svakom. ali ja sam ptica – i ne žali što podležem zakonu lakom.	['trošnost', 'koji', 'dogorevati', 'ćutanje', 'posmatrati', 'klet', 'kamenit', 'pevati', 'spomenik', 'letiti', 'lep', 'maj', 'procvasti', 'ništavan', 'pred', 'večnost', 'svaki', 'ptica', 'žaliti', 'podlegati', 'zakon', 'lak']
12	ja ću te oteti od svih zemalja, od svih nebesa, zato što mi je šuma - kolevka, a grob - grm potkresan, zato što po zemlji na jednoj nozi šećem zato što o tebi pevam - kako niko neće. ja ću te oteti od svih vremena i noći svih, od svih zlatnih zastava, od mećeva tih, ključeve ću baciti, pse oterati sa trema zato što sam u noći vernija od psa verna. ja ću te oteti od svih žena što da uvijam? nećeš biti ničiji muž, ni ja žena ničija. i u poslednjem trenu, uzeću te - ne pričaj! od onog s kojim jakov u noći skita. al dok ti se ruke ne skrste na grudima o prokletstva! - u tebi još tvoje krvi ima: dva tvoja krila u etru traže lek tebi je svet - kolevka, a grob - svet.	['oteti', 'zemlja', 'nebesa', 'zato', 'šuma', 'kolevka', 'grob', 'grm', 'potkresan', 'zato', 'zemlja', 'jedan', 'noga', 'šetati', 'zato', 'pevati', 'kako', 'nitko', 'oteti', 'vreme', 'noć', 'zlatan', 'zastava', 'mećev', 'ključ', 'baciti', 'pas', 'oterati', 'trem', 'zato', 'noć', 'veran', 'pas', 'veran', 'oteti', 'žena', 'uvijati', 'ničiji', 'muž', 'žena', 'ničiji', 'poslednji', 'tren', 'uzeti', 'pričati', 'onaj', 'koji', 'Jakov', 'noć', 'skitati', 'dok', 'ruka', 'skrstiti', 'grudi', 'prokletstvo', 'još', 'krv', 'imati', 'dva', 'krilo', 'etro', 'tražiti', 'lek', 'svet', 'kolevka', 'grob', 'svet']
13	kapljice biserne, kapljice prekrasne, kako ste lepe uz zlaćani sjaj, i tužne kako ste, s jeseni prekasne, na crnom prozoru, uz vetra laj. veseli ljudi, dok ne znate stradanja, kako ste drugima veliki tad, i kako jadni ste u mraku padanja, niko vam ne može smiriti jad. kapljice jesenje, kako vi sputate i teškim tugama duši naudite, klizite tijano, oknima lutate, kao za veselim nečim da žudite. o, ljudi nesrećeni, bolom ubijeni, s tugom u duši, dok vek svoj trajete. često dozivate, kao opijeni, minule časove u koje stajete.	['kapljica', 'biserni', 'kapljica', 'prekrasan', 'kako', 'lep', 'uz', 'zlaćan', 'sjaj', 'tužan', 'kako', 'jesen', 'prekasan', 'crn', 'prozor', 'uz', 'vetar', 'lajati', 'veseo', 'čovek', 'dok', 'znati', 'stradanje', 'kako', 'drugi', 'velik', 'tad', 'kako', 'jadan', 'mrak', 'padanje', 'nitko', 'moći', 'smiriti', 'jad', 'kapljica', 'jesenji', 'kako', 'sputati', 'težak', 'tuga', 'duša', 'nauditi', 'kliziti', 'tijano', 'okno', 'lutati', 'veseo', 'nešto', 'žudeti', 'čovek', 'nesrećen', 'bol', 'ubiti', 'tuga', 'duša', 'dok', 'vek', 'svoj', 'trajati', 'često', 'dozivati', 'opijen', 'minuli', 'čas', 'koji', 'stajati']
13	opet prošlost iz mraka mi leti, šušti kao bele rade lug. ja se danas svog starog psa setih što mi beše u mladosti drug. danas mladost šumela mi telom ko natruli pod prozorom klen, pa se setih devojke u belom – taj pas beše nekad poštar njen. nema uvek svoga bliskog svako, al’ je ona ko pesma mi bila, jer ta pisma i nije nikako kod psa vernog pod vratom otkrila. nikada ih nije ni čitala, iz daleka ja je gledah s tugom... al’ bi uvek kraj maline stala i sanjala o nečemu dugo. ja tugovah... i ne mogah tada od nje pismo da dočekam svoje... otputovah... no, opet sam sada pred kapijom plavičaste boje. odavno je moj pas, znam to, crko, ali iste dlake, isto siv, lajanjem me ludim, besnim trkom, presreo sad njegov mladi sin. mila majko! ah, a kako liče! opet jedva od bola da dišem, s njim sam mlađi i gotov da kličem, čak bih mogo i pisma da pišem. staru pesmu da čujem, znaj, želim, ali ne laj! ne laj, već mi daj, da te cmoknem sad usnama vrelim što u srcu mom probudi maj. pripiću se uz tebe svim telom, ko dva brata u dom ćemo pravo... da, ja gledah devojku u belom, no sad volim, znaš, jednu u plavom.	['opet', 'prošlost', 'mrak', 'letiti', 'šuštati', 'beo', 'raditi', 'lug', 'danas', 'svoj', 'star', 'pas', 'setiti', 'Beš', 'mladost', 'drug', 'danas', 'mladost', 'šumeti', 'telo', 'natruo', 'pod', 'prozor', 'klen', 'setiti', 'devojka', 'beo', 'pas', 'Beš', 'nekad', 'poštar', 'njen', 'nemati', 'uvek', 'svoj', 'blizak', 'svaki', 'pesma', 'jer', 'pismo', 'nikako', 'kod', 'pas', 'veran', 'pod', 'vrat', 'otkriti', 'nikada', 'oni', 'čitati', 'dalek', 'gledati', 'tuga', 'uvek', 'kraj', 'malina', 'stati', 'sanjati', 'nešto', 'dugo', 'tugovati', 'moći', 'tada', 'pismo', 'dočekati', 'svoj', 'otputovati', 'no', 'opet', 'sada', 'pred', 'kapija', 'plavičast', 'boja', 'odavno', 'pas', 'znati', 'crći', 'isti', 'dlaka', 'isto', 'siv', 'lajanje', 'lud', 'besan', 'trka', 'presresti', 'sad', 'njegov', 'mlad', 'sin', 'mio', 'majka', 'ah', 'kako', 'ličiti', 'opet', 'jedva', 'bol', 'disati', 'mlad', 'gotov', 'klicati', 'čak', 'moći', 'pismo', 'pisati', 'star', 'pesma', 'čuti', 'znati', 'želeti', 'lajati', 'lajati', 'već', 'dati', 'cmoknuti', 'sad', 'usna', 'vreo', 'srce', 'probuditi', 'maj', 'pripiti', 'uz', 'telo', 'dva', 'brat', 'dom', 'pravo', 'gledati', 'devojka', 'beo', 'no', 'sad', 'voliti', 'znati', 'jedan', 'plav']
13	peva zima i zavija, pod vetrom bor se savija i šuma ječi sva. magluštine osedele u tuđe teku predele u žalosti bez dna. pred kućom, poput ćilima, na snežnim svojim krilima mećava širi stud, a vrapčići lepršavi, ko sirotani mršavi, uz prozor greju grud. ptići se tu šćućurili, glad ih i led iznurili, pa traže topli kut. na kapke što kloparaju s urlikom se obaraju zima i vetar ljut. i ptice san obuzima. dok vihor vlada luzima, a oknom leden splet, snivaju kako doleće s osmehom toplim proleće i suncem budi svet.	['pevati', 'zima', 'zavijati', 'pod', 'vetar', 'bor', 'savijati', 'šuma', 'ječati', 'magluština', 'osedeti', 'tuđ', 'teći', 'predel', 'žalost', 'bez', 'dno', 'pred', 'kuća', 'poput', 'ćilim', 'snežan', 'svoj', 'krilo', 'mećava', 'širiti', 'stud', 'vrapčić', 'lepršav', 'sirotan', 'mršav', 'uz', 'prozor', 'grejati', 'grud', 'ptić', 'šćućuriti', 'glad', 'oni', 'led', 'iznuriti', 'tražiti', 'topao', 'kut', 'kapak', 'kloparati', 'urlik', 'obarati', 'zima', 'vetar', 'ljut', 'ptica', 'san', 'obuzimati', 'dok', 'vihor', 'vlada', 'lug', 'okno', 'leden', 'splet', 'snivati', 'kako', 'doletiti', 'osmeh', 'topao', 'proleće', 'sunce', 'buditi', 'svet']
13	ruke drage - labudova par, u sred zlata moje kose rone. ne, ljubavni nikad neće žar, u pjesmama čovjeku da klone. nekad davno ja to pjevah već, i ponovo sad pjevam o tome, jer nježnošću zadojena riječ u najdubljem diše biću mome. ako dušu sprži strast do dna, srce će ti zlatni biti kamen. teheranska neće luna ta, pjesmi mojoj da udahne plamen. ne znam kako da kroz život prođem, da me skrha nježnost mile šage. ili star da svoju dušu glođem, jer mi pjesma više nema snage. sve na svjetu svog se drži pravca. nečem sluh je, nečem pogled sklon. kad je loša pjesma persijanca, znači nije iz širasa on. a za moje pjesme, neprestano, govorite svjetu čudnu stvar: čudesne bi bile, al me rano upropasti labudova par.	['ruka', 'drag', 'labud', 'par', 'sred', 'zlato', 'kosa', 'roniti', 'ljubavni', 'nikad', 'žar', 'pesma', 'čovek', 'kloniti', 'nekad', 'davno', 'pevati', 'već', 'ponovo', 'sad', 'pevati', 'jer', 'nežnost', 'zadojiti', 'reč', 'dubok', 'disati', 'ako', 'duša', 'spržiti', 'strast', 'dno', 'srce', 'zlatan', 'kamen', 'teheranski', 'luna', 'pesma', 'udahnuti', 'plamen', 'znati', 'kako', 'kroz', 'život', 'proći', 'skrhati', 'nežnost', 'Mile', 'Šag', 'ili', 'star', 'svoj', 'duša', 'gloati', 'jer', 'pesma', 'mnogo', 'nemati', 'snaga', 'svjet', 'svoj', 'držati', 'pravac', 'nešto', 'sluh', 'nekati', 'pogled', 'sklon', 'loš', 'pesma', 'persijanac', 'značiti', 'širas', 'pesma', 'neprestano', 'govoriti', 'svjeta', 'čudan', 'stvar', 'čudesan', 'rano', 'upropastiti', 'labud', 'par']
13	"lepotica beše tanja, nema takvih sad u selu, crven porub krasio je dolamicu snežno belu. izvečeri, iza plota, kroz jarugu tanja hodi, u maglenoj noći mesec s oblacima kolo vodi. dođe momak, pokloni se, mahnu svojom grivom dugom: ""zbogom ostaj veselnice, ja se ženim curom drugom."" pobledela kao pokrov, ohladnela kao rosa, kao zmija dušegupka uvila se njena kosa. ""oh, ti momče modrooko, ne zameri, i bez duga: baš sam htela da ti priznam, i ja nađoh sebi druga."" ne udara na jutrenje – na venčanje zvona biju, svatovi se drumom kreću, konjanici lica kriju. ne kukaju kukavice – rodbina za tanjom cvili, devojačko oko njeno ugasio topuz čili. venac purpurni od krvi sasušen na vedrom čelu – lepotica beše tanja nema takvih sad u selu."	['lepotica', 'Beš', 'Tanja', 'nemati', 'takav', 'sad', 'selo', 'crven', 'porub', 'krasiti', 'dolamica', 'snežno', 'bel', 'izvečer', 'iza', 'plot', 'kroz', 'jaruga', 'Tanja', 'hoditi', 'maglen', 'noć', 'mesec', 'oblak', 'kolo', 'voditi', 'doći', 'momak', 'pokloniti', 'mahnuti', 'svoj', 'griva', 'dug', 'zbogom', 'ostajati', 'veselnica', 'ženiti', 'cura', 'drugi', 'pobledeti', 'pokrov', 'ohladneti', 'rosa', 'zmija', 'dušegupak', 'uviti', 'njen', 'kosa', 'oh', 'momak', 'modrooko', 'zameriti', 'bez', 'dug', 'baš', 'priznati', 'naći', 'drugi', 'udarati', 'jutrenje', 'venčanje', 'zvono', 'svat', 'drum', 'kretati', 'konjanik', 'lice', 'kriti', 'kukati', 'kukavica', 'rodbina', 'Tanja', 'cviliti', 'devojačko', 'oko', 'njen', 'ugasiti', 'topuz', 'čil', 'venac', 'purpuran', 'krv', 'sasušiti', 'vedar', 'čelo', 'lepotica', 'Beš', 'Tanja', 'nemati', 'takav', 'sad', 'selo']
14	ko je? niko. to samo kuca srce moje vrlo jako zbog tebe, ali napolju mala bronzana ruka na drvenoj kapiji stoji nepomično i ne mrda. ne mrda ni malim prstom.	['nitko', 'samo', 'kuća', 'srce', 'vrlo', 'jako', 'zbog', 'napolju', 'mali', 'bronzan', 'ruka', 'drven', 'kapija', 'stajati', 'nepomično', 'mrdati', 'mrdati', 'mali', 'prst']
13	pevaj, pevaj! na kletoj gitari prsti tvoji igraju i kruže. zagrcnuh se u dimu i jari, moj poslednji i jedini druže. nek ti oči na grivnu ne sleću, nit na svilu što blista beskrajno. tražio sam u toj ženi sreću, a propast sam našao slučajno. nisam znao da ljubav duboka - zaraza je, da je kuga… strela. prišla je i zaklopljena oka banditu je pamet oduzela. pevaj, druže, nek se vrate dani i negdašnje naše zore plam. nek poljupcem ona druge hrani, preživelo đubre, divni šljam. ah, zastani! neću da je diram. ah, zastani! ne kunem je ja. daj mi da ti o sebi zasviram na debeloj žici koja sja… blista mojih dana kube jasno, u duši je još zlato starinsko. mnoge cure štipao sam strasno, mnoge žene u uglu sam stisk’o. na zemlji je još istina živa, opazih je i ja deč’jim okom: ližu kučku dok joj se sok sliva svi psi redom, na juriš i skokom. ljubomoran – zar da sam na tebe? zar ovakvog da me snađe jad? naš život je – postelja i ćebe naš je život – poljubac i pad. pevaj, pevaj! ruke neka mašu: kobni zamah – kobi će doneti … čuj … nek idu svi u … pivsku flašu … nikad, druže, ja neću umreti.	['pevati', 'pevati', 'klet', 'gitara', 'prst', 'igrati', 'kružiti', 'zagrcnuti', 'dim', 'jari', 'poslednji', 'jedini', 'drug', 'nek', 'oko', 'grivna', 'sletati', 'nit', 'svila', 'blistati', 'beskrajno', 'tražiti', 'žena', 'sreća', 'propast', 'naći', 'slučajno', 'znati', 'ljubav', 'dubok', 'zaraza', 'kuga', '…', 'strela', 'prići', 'zaklopiti', 'oka', 'bandita', 'pamet', 'oduzeti', 'pevati', 'drug', 'nek', 'vratiti', 'dan', 'negdašnji', 'naš', 'zora', 'plam', 'nek', 'poljubac', 'drugi', 'hrana', 'preživeti', 'đubre', 'divan', 'šljam', 'ah', 'zastati', 'dirati', 'ah', 'zastati', 'kleti', 'dati', 'zasvirati', 'debeo', 'žica', 'koji', 'sjati', '…', 'blistati', 'dan', 'kub', 'jasno', 'duša', 'još', 'zlato', 'starinski', 'mnogi', 'curiti', 'štipati', 'strasno', 'mnogi', 'žena', 'ugao', 'stisk', 'o.', 'zemlja', 'još', 'istina', 'živ', 'opaziti', 'deč', 'jim', 'oka', 'lizati', 'kučka', 'dok', 'sok', 'slev', 'pas', 'red', 'juriš', 'skok', 'ljubomoran', 'zar', 'zar', 'ovakav', 'snaći', 'jad', 'naš', 'život', 'postelja', 'ćebe', 'naš', 'život', 'poljubac', 'pad', 'pevati', 'pevati', 'ruka', 'neka', 'mahati', 'koban', 'zamah', 'kob', 'doneti', '…', 'čuti', '…', 'nek', 'ići', '…', 'pivski', 'flaša', '…', 'nikad', 'drug', 'umreti']
14	ta ljubav tako silna, tako drhtava, tako očajna, tako nežna, ta ljubav lepa kao dan, i ružna kao vreme, ta ljubav tako stvarna, ta ljubav tako divna, tako srećna, tako vesela, i tako jadno drhteći od straha kao dete u mraku a tako sigurna u sebe kao neki spokojni čovek u sred noći, ta ljubav koja je izazivala strah kod drugih, gonila ih da govore i primoravala da blede, ta ljubav tako vrebana, jer te druge mi smo vrebali ganjani, ranjavani, gaženi, dotucavani, poricani, zaboravljani, zato što smo tu istu ljubav mi ganjali, ranjavali, gazili, dotucavali, poricali, zaboravljali, ta ljubav cela celcata još toliko živa a sva ozarena, to je tvoja ljubav, to je moja ljubav, ona koja je bila, to osećanje je uvek novo i nije se izmenilo, toliko stvarno kao neka biljka, toliko drhtavo kao neka ptica, toliko toplo i živo kao leto, možemo oboje otići i vratiti se, možemo zaboraviti a zatim ponovo zaspati, pa probuditi se, patiti, bditi, pa ponovo zaspati, sanjati i smrt zatim probuditi se, osmehnuti se, smejati se i podmladiti se naša ljubav zastaje tu, tvrdoglava ko magare, živa kao želja, svirepa kao sećanje, hladna kao kajanje, nežna kao uspomena, hladna kao mermer, lepa kao dan, nežna kao dete, gleda nas smešeći se i kazuje mnogo ne govoreći ništa, a ja je slušam drhteći i vičem, vičem za tebe, vičem za sebe, i preklinjem te, za tebe za sebe i za sve one koji se vole i koji su se voleli da, ja im vičem za tebe za sebe i za sve druge da ne znam, ostani tu, tu gde si gde si bila tu ostani ne pomiči se, ne idi mi koji smo voleli, mi smo te zaboravili, ali ti nas ne zaboravi, jer nemamo drugog do tebe na zemlji, ne dopusti nam da postanemo hladni, da se udaljavamo sve više - odemo bilo gde, daj nam znak da si živa, a mnogo kasnije na ivici nekog šipražja u šumi uspomena iskrsni odjednom, pruži nam ruku i spasi nas.	['ljubav', 'tako', 'silan', 'tako', 'drhtav', 'tako', 'očajan', 'tako', 'nežan', 'ljubav', 'lep', 'dan', 'ružan', 'vreme', 'ljubav', 'tako', 'stvaran', 'ljubav', 'tako', 'divan', 'tako', 'srećan', 'tako', 'veseo', 'tako', 'jadno', 'drhteti', 'strah', 'dete', 'mrak', 'tako', 'siguran', 'neki', 'spokojan', 'čovek', 'sred', 'noć', 'ljubav', 'koji', 'izazivati', 'strah', 'kod', 'drugi', 'goniti', 'oni', 'govoriti', 'primoravati', 'bled', 'ljubav', 'tako', 'vrebati', 'jer', 'drugi', 'vrebati', 'ganjati', 'ranjavati', 'gaziti', 'dotućavati', 'poricati', 'zaboravljati', 'zato', 'isti', 'ljubav', 'ganjati', 'ranjavati', 'gaziti', 'dotućavati', 'poricati', 'zaboravljati', 'ljubav', 'cel', 'celcat', 'još', 'toliko', 'živ', 'ozariti', 'ljubav', 'ljubav', 'koji', 'osećanje', 'uvek', 'nov', 'izmeniti', 'toliko', 'stvarno', 'neki', 'biljka', 'toliko', 'drhtav', 'neki', 'ptica', 'toliko', 'toplo', 'živ', 'leto', 'moći', 'oboje', 'otići', 'vratiti', 'moći', 'zaboraviti', 'zatim', 'ponovo', 'zaspati', 'probuditi', 'patiti', 'bditi', 'ponovo', 'zaspati', 'sanjati', 'smrt', 'zatim', 'probuditi', 'osmehnuti', 'smejati', 'podmladiti', 'naš', 'ljubav', 'zastajati', 'tvrdoglav', 'magare', 'živ', 'želja', 'svirep', 'sećanje', 'hladan', 'kajanje', 'nežan', 'uspomena', 'hladan', 'mermer', 'lep', 'dan', 'nežan', 'dete', 'gledati', 'smešiti', 'kazivati', 'mnogo', 'govoriti', 'ništa', 'slušati', 'drhteti', 'vikati', 'vikati', 'vikati', 'preklinjati', 'onaj', 'koji', 'voliti', 'koji', 'voleti', 'oni', 'vikati', 'drugi', 'znati', 'ostati', 'gde', 'gde', 'ostati', 'pomicati', 'ići', 'koji', 'voleti', 'zaboraviti', 'zaboraviti', 'jer', 'nemati', 'drugi', 'zemlja', 'dopustiti', 'postati', 'hladan', 'udaljavati', 'sve', 'mnogo', 'otići', 'bilo', 'gde', 'dati', 'znak', 'živ', 'mnogo', 'kasno', 'ivica', 'neki', 'šipražje', 'šuma', 'uspomena', 'iskrsnuti', 'odjednom', 'pružiti', 'ruka', 'spasiti']
14	narandža na stolu, tvoja haljina na podu, a ti u mojoj postelji... blagi poklon trenutka, svežina noći, toplota moga života.	['Narandža', 'stol', 'haljina', 'pod', 'postelja', 'blag', 'poklon', 'trenutak', 'svežina', 'noć', 'toplota', 'život']
14	tri šibice kresnuh u noći, prvu da ti vidim lice, drugu da ti vidim oči, poslednju da ti vidim usta... onda pomrčina - da se svega sećam, dok te u naručju svome stežem srećan.	['tri', 'šibica', 'kresnuti', 'noć', 'prvi', 'videti', 'lice', 'drugi', 'videti', 'oko', 'poslednji', 'videti', 'usta', 'onda', 'pomrčina', 'sve', 'sećati', 'dok', 'naručje', 'svoj', 'stezati', 'srećan']
13	zar sam ja kriv što mi život nije mio, što ujedno volim i mrzim sve ljude. znam budućnost moja kakva će da bude, jer to je poklon moje muze bio. zar sam ja kriv što sam pesnik koji peva teške muke i gorke nevolje? nisam to postao od sopstvene volje - takvu sudbinu usud meni skroji. znam - životna staza ružama ne cveta; ona je buncanje, duše bolne san, i pesma moja dosadna je, znam, ali ja kriv nisam - takav sam poeta.	['zar', 'kriv', 'život', 'mio', 'ujedno', 'voliti', 'mrziti', 'čovek', 'znati', 'budućnost', 'kakav', 'jer', 'poklon', 'muza', 'zar', 'kriv', 'pesnik', 'koji', 'pevati', 'težak', 'muka', 'gorak', 'nevolja', 'postati', 'sopstven', 'volja', 'takav', 'sudbina', 'usud', 'skrojiti', 'znati', 'životan', 'staza', 'ruža', 'cvetati', 'buncanje', 'duša', 'bolan', 'san', 'pesma', 'dosadan', 'znati', 'kriv', 'takav', 'poeta']
9	tražio sam jedno novo nebo, da bih zagnjurio dušu sa snovima svima, dušu punu praznih oseka i plima, dušu, čiji kuti behu laži siti. ti splet svojih želja nevinih i slabih, uzdahe svih noći, svih leta i zima, pesme svih sotona i svih serafima htela si u jedan kip svih snova sliti. oboje za istom žudili smo slikom, vođeni nejasnim lutali smo dugo, kô da nazirasmo mrakom jedno drugo, i rekosmo reč, što ne rekosmo nikom na susretu prvom, mada nismo hteli mi smo se voleli, pre no smo se sreli.	['tražiti', 'jedan', 'nov', 'nebo', 'zagnjuriti', 'duša', 'san', 'duša', 'pun', 'prazan', 'oseka', 'plima', 'duša', 'čiji', 'kut', 'laž', 'sit', 'splet', 'svoj', 'želja', 'nevin', 'slab', 'uzdah', 'noć', 'let', 'zima', 'pesma', 'sotona', 'seraf', 'jedan', 'kip', 'san', 'sliti', 'oboje', 'isti', 'žuditi', 'slika', 'voditi', 'nejasan', 'lutati', 'dugo', 'kô', 'nazirati', 'mrak', 'jedan', 'drugi', 'reći', 'reč', 'reći', 'nitko', 'susret', 'prvi', 'mada', 'voleti', 'pre', 'no', 'sresti']
9	ja znam samo hoću, a ne znam šta hoću, stotinu bih stvari u jedan mah hteo, bežao bih u svet, tražio samoću, i kad bih mogao, na nebo se peo; svirao, pevao, bez reda i veze, melodije lude, očajne i drske, kako plamti nebo, kako plaču breze, kako svira vetar i vapiju trske. kao kakav divljak azijskih plemena, što besni od bola, a nesrećan nije, šibajući tela obnaženih žena u daire lupa, jauče i pije, zatim traži pesme dotle nečuvene, da taj bol bez bola iz grudi mu gone, i ja praskam, besnim, krv struji kroz mene i stotine struna u svesti mi zvone. u koštac sa sudbom! tada praskam, dokle ne klonem sav smožden kao trula masa; tada, kao čovek koga gospod prokle, hulim boga, da se nebo ustalasa. to sazrela mladost nekog cilja traži: htela bi iz duše, iz srca, iz grudi, čak i bol bi htela: kad je bol razdraži, da se troši, krši, i besni i ludi. 	['znati', 'samo', 'znati', 'stotina', 'stvar', 'jedan', 'mah', 'bežati', 'svet', 'tražiti', 'samoća', 'moći', 'nebo', 'pesti', 'svirati', 'pevati', 'bez', 'red', 'veza', 'melodija', 'lud', 'očajan', 'drzak', 'kako', 'plamteti', 'nebo', 'kako', 'plakati', 'breza', 'kako', 'svirati', 'vetar', 'vapiti', 'trska', 'kakav', 'divljak', 'azijski', 'pleme', 'besan', 'bol', 'nesrećan', 'šibati', 'telo', 'obnažen', 'žena', 'Daira', 'lupati', 'jaukati', 'piti', 'zatim', 'tražiti', 'pesma', 'dotle', 'nečuven', 'bol', 'bez', 'bol', 'grudi', 'goniti', 'praskati', 'besan', 'krv', 'struja', 'kroz', 'stotina', 'struna', 'svest', 'zvoniti', 'koštac', 'sudba', 'tada', 'praskati', 'dokle', 'klonuti', 'smožditi', 'truo', 'masa', 'tada', 'čovek', 'Gospod', 'prokleti', 'huliti', 'bog', 'nebo', 'ustalasati', 'sazreti', 'mladost', 'neki', 'cilj', 'tražiti', 'duša', 'srce', 'grudi', 'čak', 'bol', 'bol', 'razdražiti', 'trošiti', 'kršiti', 'besan', 'lud']
